-9.72491 34.2702 0.900321 -12.8219 9.84792 14.4016 -10.5358 -1.0424 1.62451 
1.78156 -1.37027 2.97765 -1.78762 2.65612 0.0244949 2.19341 3.03572 0.656545 
1.23685 -0.53693 0.741788 -1.78586 1.79383 0.415914 -0.0441779 0.00444139 1.4774 
-1.82326 -0.890336 0.575202 -2.13147 2.39709 0.313162 1.29664 2.10294 0.0730084 
2.68981 -0.0272229 1.02281 -1.82582 0.110484 0.17594 2.83519 0.438515 1.27414 
0.633045 -0.0265226 0.600819 -2.0132 0.0693977 2.02028 0.773172 -1.03699 0.0869662 
-2.81899 -0.00680097 1.20091 1.82915 -0.419052 0.55363 -1.75213 1.29769 0.228284 
0.578759 -0.601021 0.66835 -0.847569 2.44067 0.428683 -3.24478 -1.45971 0.232838 
0.619726 -1.96116 0.455458 0.260993 3.00713 0.352478 3.24232 0.315227 0.00162158 
2.12953 0.385204 0.3069 2.09733 0.910074 0.269367 -2.10843 -1.86678 0.70524 
2.7229 0.235128 0.814325 0.122169 -2.01707 0.132919 -0.583049 -1.55563 0.0689567 
2.03182 0.000409007 2.57395 2.26556 0.0320262 0.303206 2.62262 -1.39033 0.393049 
-0.248171 -0.0523468 0.0498215 -2.70305 -1.20027 0.0522861 0.165494 -0.226385 0.46848 
0.932273 0.3223 0.299765 -2.11753 -0.61003 0.441331 2.296 0.57714 0.980563 
-1.51745 0.741695 0.0478166 2.54795 1.08462 0.0841763 1.08357 -0.540081 1.27849 
2.95487 -0.196311 1.09813 1.64197 2.67398 0.152692 1.05208 0.91183 0.733798 
1.11873 -3.37831 0.0106476 2.41664 -3.43206 0.144468 -7.07264 -1.22979 0.0892809 
-0.307207 -1.01016 0.0726759 2.31968 0.255874 0.436129 -2.45938 -0.760104 0.341499 
2.05723 3.03565 0.137177 -2.26504 -1.14108 0.270917 -0.0429083 2.36292 0.152129 
0.489674 -2.5847 0.253798 2.65494 -0.217963 0.00439444 3.13182 4.41052 0.223317 
-2.6024 0.0293834 2.07033 -2.38368 -0.248525 0.332286 0.239453 -1.73274 0.33249 
0.132277 1.52329 0.186979 -0.323915 0.854405 0.0173604 -2.00072 3.2075 0.176051 
-1.96168 -0.320159 0.374931 -0.974962 -0.286461 0.425122 2.3963 1.41539 0.521014 
0.207593 2.75124 0.112304 -1.14727 -2.08185 0.478361 0.125367 0.337918 0.424089 
-2.28653 -0.857709 0.164641 1.68498 0.26045 0.41203 -1.11879 0.155205 0.994326 
-0.746647 0.925057 0.128082 1.40141 -0.616723 0.478789 -2.71294 2.81845 0.509097 
1.03396 -2.46663 0.222534 2.27213 1.41428 0.366284 0.460816 3.16095 0.530858 
0.937824 0.0169095 0.723113 1.07259 -0.148213 1.46638 1.6467 2.6569 0.526964 
-0.84661 1.13259 0.146311 1.03717 -0.313529 1.32726 2.49861 -1.69053 0.167208 
