0.0328896 -0.0475252 0.00621752 -0.0772064 -0.0256931 
-0.0504682 0.028814 -0.0509521 0.0628012 -0.00908893 
-0.0762891 -0.00948862 0.00216026 -0.0552342 -0.0321631 
-0.0369252 -0.0193542 -0.0788418 0.0160385 0.0422927 
0.00771151 -0.0605017 0.0474819 0.00997973 -0.0626574 
0.0408855 -0.0190304 0.0521317 -0.0699762 0.0187573 
0.0675936 -0.0279708 -0.0390691 -0.0427269 -0.0360105 
-0.0584118 0.0417503 -0.0451363 -0.0372519 0.0376828 
-0.0368738 -0.0719278 0.0178866 -0.00552958 0.055823 
0.0819002 0.0109926 0.0373578 0.0374005 -0.0194196 
-0.0622941 0.0129419 0.0708771 -0.0205913 0.0224584 
-0.0625685 -0.0479271 -0.00926137 0.0404192 0.0454828 
-0.0472468 -0.0337541 0.0301811 -0.0582522 0.0482098 
-0.0249322 0.0398778 -0.0603657 -0.0587303 -0.0263606 
0.00654547 0.00796031 0.0882708 -0.0390796 -0.0239757 
0.0580336 0.0390017 -0.0572719 -0.0284695 -0.0319435 
-0.00560835 0.0505753 -0.00173403 -0.0794561 0.0330819 
0.0314958 -0.0194242 -0.0538344 -0.0633403 0.0414799 
-0.0592944 -0.014669 -0.058415 0.0528874 -0.00772023 
0.0370777 -0.0433636 -0.0184239 -0.073432 -0.0318299 
-0.0332784 0.0501926 -0.0501962 -0.0282973 0.0552526 
0.00691964 -0.000466317 -0.0761224 -0.0429106 -0.0481245 
0.0613608 -0.0350386 -0.0112571 -0.0308901 -0.0626596 
0.0490609 0.0651225 0.00361887 0.0509106 -0.0273331 
0.0642055 -0.00649447 -7.17621e-06 0.0565605 -0.0513458 
0.00916247 -0.0810605 0.0297914 -0.0305509 0.0390431 
-0.0400636 0.0188639 -0.0365841 0.0420152 0.0702523 
0.0128089 0.0475117 -0.0413452 -0.0296302 0.0706484 
0.0422434 -0.0434162 -0.0377774 0.050471 0.0485394 
-0.0290893 -0.0255137 -0.0615904 0.0606658 0.0320803 
-0.00553929 0.0912297 0.00559208 -0.000260983 0.0401885 
0.0168442 -0.0581314 0.0684065 0.0402939 0.00582741 
0.033214 -0.0471922 0.0664301 0.0277734 -0.038541 
0.0477602 0.0440677 -0.0586304 -0.0483005 0.0025571 
-0.015029 0.037626 -0.076337 0.0427551 0.0265157 
-0.0231952 -0.0446922 -0.0267187 -0.0637159 -0.0518748 
0.041925 -0.0456641 0.0489835 0.0450724 -0.0415473 
0.0335777 -0.0556953 -0.0715646 -0.00109554 0.0254535 
-0.0480556 0.0670597 0.0287868 -0.0260492 0.0410661 
-0.00108338 -0.0560223 0.0337081 0.0740621 -0.015456 
0.0315092 0.0248023 -0.0625558 -0.0410658 -0.052843 
0.0502031 0.0576643 0.0150833 -0.0622664 0.007062 
0.00373956 -0.0429855 0.0481545 0.0551478 -0.0527079 
0.0279817 0.0879181 -0.0270475 0.00514655 -0.0270071 
0.0693614 0.0230569 -0.0650947 -0.0197398 0.00551327 
0.0416419 0.0484919 0.0348512 -0.0430667 0.0533398 
-0.0349581 -0.0249773 -0.0631919 -0.060193 -0.0231872 
0.0654441 -0.0501324 -0.00308538 -0.0449607 0.0342466 
-0.0498527 0.0576663 -0.0344225 0.0271999 -0.0475874 
0.0675378 0.028094 -0.00589982 -0.0629814 0.0254542 
-0.0640424 0.0672934 0.00765592 0.0327072 -0.0155498 
-0.0187537 -0.0283287 0.0903537 -0.0142971 0.0218536 
-0.0430026 0.0173591 0.0742481 -0.0355636 0.0327397 
-0.0148587 -0.0160104 -0.0619036 0.0587235 0.0473538 
0.00717588 -0.0376424 -0.0736238 0.0049942 -0.0555532 
-0.0560887 0.0418589 0.0198764 0.0625783 -0.0281206 
-0.0385644 -0.0393503 0.0522851 -0.0650415 -0.0004524 
-0.0418599 0.0182453 0.0595622 0.0638197 0.0171536 
-0.0688751 0.00777384 0.00374296 0.0521913 -0.0495767 
0.0308136 0.0668362 0.0270149 -0.0226922 0.0577815 
0.0532673 0.0117297 -0.0536896 0.0199423 -0.0611943 
-0.0167793 0.00969059 -0.0168169 0.0966523 -0.000259877 
-0.0453701 -0.0386775 0.0515794 -0.0612548 -0.00574644 
0.0379908 0.0558091 -0.046473 -0.0290897 0.0493568 
-0.0492587 0.0159754 -0.0527207 0.0476645 -0.047613 
