-1.99938 0.020835 7.30404 1.68676 0.635048 0.536611 2.5473 -0.924147 1.20191 
-2.74592 0.0129685 7.88984 0.831999 -1.13366 0.211986 2.28091 -1.43607 0.330312 
1.84766 -0.0169118 0.495119 -2.95425 -0.0121285 9.46071 -1.35246 -0.0944564 0.976315 
1.26191 -0.0296233 7.83451 -1.88464 -2.60898 0.329605 1.7141 0.545447 0.106375 
0.875318 -2.87682 0.0891798 1.17618 -1.48447 0.0601585 2.13537 0.0442371 0.949918 
2.54392 0.0161012 6.4001 -2.6791 0.751774 0.092103 0.163421 2.09433 0.480435 
-2.08811 0.01759 4.89991 -1.39642 0.887131 0.285784 -2.76689 -2.24152 0.106933 
-2.71229 -1.21096 0.0640956 -2.31634 1.50365 0.128832 -1.21876 3.05846 0.306237 
-2.84236 -1.46027 0.34393 -2.7024 -1.62712 0.0826523 -2.80386 0.236085 0.232469 
2.37766 -0.309164 0.203967 1.79584 1.76294 0.198547 1.68634 1.27122 0.292041 
2.43772 1.86686 0.145832 -1.32211 0.0581988 0.0692873 0.34341 0.0896983 0.340004 
-2.6876 0.012344 4.43212 2.5699 0.0352094 2.3516 0.291069 -2.23037 0.612313 
2.80626 2.37597 0.019322 2.19187 1.31482 0.604996 -0.972804 -1.9158 0.0713003 
2.42668 -0.0267944 3.66248 1.18453 1.88164 0.152184 1.78668 2.01115 0.301566 
0.299082 -0.139328 0.587876 1.12381 1.55779 0.107688 0.229865 1.58012 0.518215 
1.66521 -0.00653344 6.71829 1.5803 0.0290293 2.90584 -2.19409 2.03252 0.359028 
2.8682 -0.0249327 3.47821 1.30855 -2.26495 0.101687 -2.36539 1.80876 0.600696 
-2.5592 -1.23147 0.19089 -0.82045 -1.36437 0.0391242 1.10777 2.29214 0.621426 
2.8325 -0.473683 0.292808 -2.47034 -0.414004 0.132752 -1.03889 2.70125 0.532713 
-2.5554 0.122099 0.890851 -2.77432 1.4073 0.364041 -0.527722 1.32494 0.101122 
2.56214 0.823137 0.342255 -0.356214 0.410269 0.0875676 2.88629 0.0149454 0.519744 
2.8133 -1.08751 0.308833 -1.88265 0.749764 0.322878 2.71201 -0.867139 0.0695958 
0.551149 0.435264 0.413624 -2.43273 2.50509 0.448359 -2.79492 -2.21364 0.0549767 
1.52833 0.481687 0.0919665 1.66115 0.0590908 0.0262318 -0.113503 1.33869 0.279279 
-1.79408 2.85732 0.351782 1.54144 -1.06982 0.0797124 -0.627917 1.79169 0.137877 
1.2962 0.0127243 5.36941 -1.5476 -1.83744 0.366143 2.63353 2.50511 0.340722 
2.63385 -0.0058018 2.86194 -0.00665909 1.61642 0.270124 -1.29491 -1.7642 0.252309 
-2.90897 -2.30489 0.23195 -2.18579 0.405249 0.0902653 2.57089 1.45213 0.279788 
