0.84937,0.666798,5.39671,2.18928,-2.66848,3.30625,-1.56056,3.15314,1.11606,
-2.76188,0.0737638,3.86097,2.25523,2.60255,0.126362,1.30519,-0.229123,0.996086,
-2.83423,-0.0480253,3.29729,-0.772448,0.229822,1.11292,0.850204,1.0437,0.73029,
1.55986,0.355418,0.464731,2.81,-1.57403,0.322354,-0.37809,0.264482,3.85995,
-1.0177,0.0319045,0.279324,1.61712,-0.0221631,4.23362,-2.40685,2.08468,0.57724,
0.410402,2.21438,0.765501,-0.340061,-2.31297,0.668002,1.98933,0.512919,0.550771,
-2.9256,0.000477079,3.16531,-2.5987,-0.274302,0.224154,1.43848,-2.45243,0.397642,
2.90831,-1.72896,0.660197,-2.11269,1.78771,0.653722,0.415916,1.69595,0.113238,
-0.0239824,0.308149,0.824217,-2.29583,-0.957753,0.994774,3.44563,0.312161,1.05336,
1.30682,-0.0394104,2.91075,-2.24198,0.587069,0.925646,1.92711,2.23757,0.0659991,
-2.30948,0.0316024,2.95223,2.74571,0.571638,0.505772,0.0802206,-1.39753,0.0269526,
-1.61964,-2.40409,0.330057,2.3415,0.394203,0.14553,0.111495,0.433071,2.36769,
2.38194,-0.0137847,2.2003,-2.43747,2.55434,0.251702,-2.64637,-2.52175,0.827761,
-6.64465,1.22864,0.262951,0.367512,-3.074,0.200754,6.40199,-0.777829,0.107212,
-0.203147,0.0620129,1.55604,-1.63438,-0.167554,1.65802,0.671929,0.43628,1.62539,
3.73688,2.54507,0.538377,-0.0516713,1.95767,0.0876134,-1.75182,2.8923,0.154387,
1.82412,-0.00070573,3.74626,-0.872169,1.25943,0.113723,1.37733,-2.92322,0.389552,
-2.67283,0.436152,0.59089,1.55456,-2.62425,0.145515,-2.41092,1.95173,0.824232,
-3.95468,6.73084,0.0737734,-3.41453,-2.60723,0.232345,3.61025,0.799353,0.00251074,
1.07444,-2.24784,0.0133349,3.65624,3.56832,0.557418,2.38697,0.299652,0.250569,
-2.63639,-0.0205588,1.85162,-2.62412,2.86833,0.214957,2.63536,-1.47873,0.989217,
-2.73838,-0.00515038,1.73756,-2.25633,0.900666,0.233555,0.384919,-2.3981,0.239149,
2.96845,0.407293,0.696147,2.41576,-2.75994,0.354615,-2.88808,2.944,0.652639,
2.00002,-0.0322183,1.87935,0.917481,0.144452,1.5528,-2.71345,1.97797,0.407918,
1.02155,-0.51559,0.198758,-1.95188,0.328658,0.362003,-2.66533,0.0329301,3.24327,
-1.48697,-0.74507,0.343314,-1.81145,1.24094,1.07661,1.28981,2.47368,0.136263,
3.71756,-3.32675,0.138572,3.79657,1.94774,0.26861,0.323186,2.02896,0.0913334,
0.594409,-0.486843,0.271726,-1.67642,0.603613,0.201867,1.6869,0.128161,2.0589,
-0.924097,-2.26557,0.475887,2.51059,2.99905,0.352585,-3.86172,1.94858,0.175063,
-2.5252,-0.175662,0.550269,-2.26351,1.5317,0.259191,2.30972,0.339022,0.705794,
-2.55286,-0.0410616,1.12174,-2.18985,-3.05606,0.332956,1.03957,-0.637184,0.161585,
-0.453745,-0.659207,0.701822,2.63793,3.61204,0.490777,2.20568,-0.367283,0.506417,
2.65743,0.0215833,1.94527,0.708816,-0.139753,1.13591,-1.87658,0.776114,0.707071,
2.685,3.0668,0.107867,0.152941,-3.11064,0.567382,0.59117,2.91507,0.919837,
-2.84575,-2.21854,0.0479964,-1.64343,0.995428,0.916231,0.42071,-3.12485,0.59975,
-2.63595,-0.0386619,1.70523,1.69928,1.36956,0.258452,-2.84439,2.65592,0.15229,
-0.0992182,2.20217,0.0290336,-1.54617,-0.197582,1.45502,1.71304,-2.20247,0.333152,
2.22543,-0.160068,0.687313,0.388278,1.61134,0.510859,-1.89501,-3.10654,0.0715694,
1.46064,0.017764,2.5874,0.213708,-0.478332,0.171955,1.51643,0.174572,1.53956,
2.86919,-0.0819588,1.69275,0.506539,-0.407622,0.203322,1.30827,1.8578,0.421722,
0.0314067,-1.14779,0.128341,-2.09196,2.00335,0.448854,-1.15603,0.426793,0.640327,
2.53755,-0.116534,1.16737,2.42487,-1.62758,0.194701,-1.93882,-1.69575,0.441606,
-2.00161,-0.0659765,1.29975,-2.07552,-0.764092,0.356094,2.89998,-1.52489,0.224465,
-2.17196,0.0135589,0.959199,-0.557283,2.8747,0.261154,1.30905,-2.73559,0.134825,
0.226862,0.441185,1.14416,0.840697,-2.55609,0.386975,-0.519456,0.459851,1.69165,
2.87179,0.592097,0.481894,2.1687,0.596767,0.100352,-3.56635,0.59353,0.348412,
-2.7348,-0.18403,0.629551,-2.84804,-0.514117,0.507584,2.98009,-1.41494,0.260119,
-0.604141,-0.0399878,0.0238896,-2.61675,-0.300897,0.612021,2.51253,-0.93836,0.413675,
-1.58735,0.0127902,1.31106,-1.89665,1.88058,0.258507,0.404947,0.500809,0.587086,
1.6407,0.0851041,1.09022,2.26663,-2.65393,0.318137,2.9358,2.73544,0.687789,
-1.90766,0.0149909,2.19991,-2.07574,-1.37035,0.400123,-1.41006,-2.19405,0.366086,
-2.8248,-0.00390593,1.73737,0.611684,-0.836208,0.240144,2.39147,-2.86563,0.246176,
1.05167,1.36353,0.104731,-2.9903,-0.332254,1.55734,0.130889,1.69556,0.782382,
-2.29616,-2.16453,0.212619,-4.10818,2.02422,0.658622,-1.52635,1.46029,0.228154,
-3.0772,-0.767951,0.0517771,1.15038,0.846824,0.260492,-2.0252,-0.735027,0.470027,
-0.66882,-0.653956,0.151817,2.10828,2.3487,0.151561,-2.18939,0.321314,1.10178,
-1.5124,0.013216,1.82017,1.59019,-0.675198,0.669523,0.317781,0.254601,0.120905,
-2.38412,-0.700427,0.250476,-1.94144,0.328383,1.29729,-0.882907,0.970458,0.329229,
1.65703,0.000287481,2.81473,-1.30302,-2.37361,0.278328,1.02205,-2.39295,0.359604,
-2.87821,0.261029,0.29631,1.41858,-0.106872,0.122551,2.24087,0.861371,0.583513,
1.48854,-0.0926503,1.0935,1.76304,3.12735,0.165312,-2.03628,-1.449,0.0720585,
-1.96107,-0.303755,0.659049,-2.14769,0.722905,0.602917,-2.92331,0.154111,1.14361,
2.8802,-0.43751,0.571646,1.31136,1.1757,0.672178,-2.67082,-2.10338,1.00893,
1.20593,-0.507066,0.493625,1.19036,2.3089,0.449124,2.05506,0.0225612,0.616793,
2.7296,0.19362,0.772389,-0.999729,-1.04756,0.778186,-2.4337,3.04282,0.104915,
-2.15952,-1.17373,0.174627,-3.5538,1.0973,0.941302,-2.13968,2.72457,0.0710952,
-2.33457,0.161471,0.563823,-2.24909,-0.267701,0.0997836,-1.70018,-1.88809,0.0752734,
-0.477527,-0.00679251,2.47043,2.4647,2.11502,0.349019,1.33438,-2.95178,0.318591,
-2.70289,0.77091,0.500512,-1.31239,-2.53083,0.287424,-1.28301,-2.4321,0.323003,
1.10645,-0.130012,0.766623,2.1435,2.59025,0.00252986,-2.77441,0.504038,0.497271,
-1.39446,-0.157835,0.806582,-1.91281,-3.16799,0.359209,-0.208055,2.42016,0.0255029,
-2.45607,-0.107103,1.28266,-0.557883,1.0472,0.260261,2.02832,-1.16997,0.359184,
3.06973,0.532958,0.358146,-1.90223,-1.01507,0.752303,2.19834,1.68665,0.857713,
-3.28385,-0.355773,0.8536,1.17042,-2.62121,0.175515,0.140202,1.87898,0.0772875,
1.32162,0.100537,1.43911,0.301578,2.47237,0.115194,-1.68897,-1.03368,0.0467501,
-2.64696,2.5038,0.0396341,-1.47526,-0.236106,1.18635,-0.660339,-0.262398,0.0580359,
-2.25894,-0.0956746,0.701482,0.936109,0.498748,0.591597,1.14455,0.930798,0.108622,
2.45402,0.00352301,2.43368,-2.96351,-2.41963,0.331612,-1.34147,2.1825,0.42075,
-2.00847,-0.132162,1.10374,0.520934,1.5773,0.502656,0.663697,-0.596758,0.333213,
-2.34138,-0.379263,0.90531,-1.30085,-1.58922,0.149708,2.25368,-2.78663,0.0151032,
-0.964727,0.0746777,1.07954,-0.81738,2.23121,0.250965,0.333896,-1.96501,0.0645405,
2.32744,0.102521,0.93946,0.236526,2.63616,0.112325,-1.07078,-1.16651,0.764417,
2.44037,0.0635936,1.49494,-0.398718,1.71685,0.43805,-1.50205,-0.847663,0.0592776,
0.193973,-1.4559,0.125907,0.671506,-0.411838,0.234936,-1.34326,-0.123715,0.24328,
1.15521,0.0991566,0.50769,2.80468,-2.25808,0.585038,0.721693,3.02801,0.079823,
