-3.20139 0.532212 0.753777 -2.01658 0.0921659 2.94159 -1.2325 0.789514 0.890561 0.806036 0.0634785 
7.73441 0.231542 0.586047 -1.29232 0.19715 0.236305 2.93086 0.0607318 0.529466 -1.58551 0.239265 
13.8117 -0.225981 -2.01798 -1.85704 0.119633 -1.48531 1.15637 0.0418104 -0.133396 -0.51342 0.221564 
-24.2103 -0.0589642 0.297464 2.58838 0.0735496 -1.36354 -2.98972 0.192877 -2.343 0.88523 0.542924 
10.8473 0.736621 -0.939085 -2.19586 0.0589007 -0.54796 -0.637101 0.18952 -1.00592 0.216394 0.0479141 
22.5461 -0.993571 2.82018 -1.83057 0.0180059 2.75793 3.01638 0.19837 1.49574 -2.77112 0.0259407 
1.14037 0.193959 1.62081 -2.68004 0.115665 -0.491928 1.51514 0.307627 -1.64333 -0.481397 0.536515 
-27.0913 -0.627513 -2.2465 2.12549 0.617695 1.32051 -3.02865 0.27955 0.723197 -0.158676 0.178838 
30.6742 -0.283507 0.155004 2.2833 0.50325 2.02512 -2.56518 0.0271615 -1.88632 0.493669 0.0790429 
-1.04882 -0.209107 0.491379 2.42654 0.116581 -2.65941 0.295588 0.28901 1.41902 0.757714 0.489517 
-0.00508642 -0.653208 1.54573 1.82444 0.385754 0.949705 3.10746 0.338145 -0.786554 1.34218 0.0412 
-0.230923 -0.0292424 -2.30088 -0.188206 0.488907 -2.86541 0.542375 0.968963 -0.0530107 -0.425213 0.31373 
5.86464 -0.600284 0.409528 2.45531 0.202033 -1.64937 1.11706 0.762047 -1.58327 -1.14774 0.114444 
5.53097 -0.637101 0.241615 2.73335 0.351573 -2.0958 -1.57669 0.40437 0.856136 1.25225 0.620746 
6.10675 -0.447648 -1.38368 2.04457 0.209357 -2.68633 3.00813 0.144353 -1.00409 3.08023 0.162358 
20.2165 -1.2906 -1.76785 1.94927 0.0912503 1.78268 0.0196547 0.0308237 0.997497 0.856275 0.0143437 
-22.6193 0.445923 -0.38554 -2.37094 0.144658 0.55327 -1.46356 0.158391 2.74163 0.310353 0.9064 
0.298064 0.103067 1.64351 -1.43671 0.193487 -0.579455 2.00814 0.0820948 -1.77187 0.672383 0.884426 
-17.2786 0.825786 2.78375 -2.67621 0.587176 1.46937 0.0618405 0.137638 1.79092 2.99183 0.836207 
-30.2449 -0.144486 1.51204 -0.619651 0.0436415 -2.28147 1.68024 0.415357 -0.169469 -1.80948 0.329295 
3.06711 -0.615049 -1.06488 1.87123 0.544755 0.364299 1.52051 0.118412 0.122959 -1.49558 0.687887 
-4.02132 -0.270276 2.15146 -0.86011 0.12299 -1.77334 2.03268 0.357372 1.34046 0.559824 0.00518815 
23.5349 1.5533 1.58089 -1.74026 0.0427259 0.75341 -2.93833 0.0332652 -2.96429 -1.36826 0.0863674 
-15.6652 -0.220804 1.57228 1.47506 0.610981 -0.982482 -1.35177 0.0704978 2.79638 1.40527 0.133366 
5.6388 -0.0854262 -0.576891 -1.57669 0.216987 2.85479 -1.84035 0.0350963 -1.01929 -2.25051 0.153203 
23.8156 -0.370755 2.26096 2.2438 0.0558489 2.6054 0.626171 0.281686 0.790216 -2.11705 0.153203 
-27.191 0.597024 -0.000640889 -1.58686 0.104373 -2.83227 0.531445 0.00885037 -1.48292 -1.78129 0.00305185 
-7.71203 0.236911 0.59685 0.0631828 0.0561541 1.74935 -1.55733 0.0668355 -2.63909 -1.44496 0.641804 
-2.2187 0.0330775 -0.618824 -0.0950138 0.783105 1.72573 0.0305847 3.76019 0.116733 2.14409 0.508744 
-15.4495 -0.141802 1.41316 0.290602 1.34129 -0.0872524 -2.76058 0.251167 1.9722 0.161744 0.152593 
-1.30517 0.424255 1.28553 0.483123 0.000305185 -0.365764 -1.43556 0.00854518 0.639698 -0.0896447 0.26368 
13.95 0.0806323 2.88244 -0.117257 1.51769 -0.194555 -0.0163949 1.00986 2.02493 0.670849 0.00732444 
18.8554 0.91035 -2.50578 -3.07429 0.671102 -1.90902 -2.75406 0.230415 -2.89654 2.23901 0.0442518 
23.7465 -0.248033 1.71072 1.15081 0.19776 -0.123142 0.0346115 2.70211 1.64132 -0.665864 0.722983 
6.95517 -0.465673 -2.3234 2.95214 0.278024 -1.08411 -0.0666343 0.225532 -1.43312 0.794722 0.0161748 
-18.0334 0.198944 2.70428 -1.92837 0.390942 -2.6032 2.73795 0.367443 -0.491012 -1.39012 0.0814844 
22.1961 0.0930963 -0.187231 -1.93815 0.187078 1.81454 -0.619651 0.17365 0.84698 1.40277 0.10712 
-11.0569 -0.766151 -1.54939 2.47851 0.14893 -0.0729698 2.24246 0.144658 -0.827021 0.0848509 0.0888089 
-2.47302 -0.641319 1.0539 2.99452 0.245674 -0.1854 0.29578 0.467238 2.65374 1.7997 0.186773 
-16.6906 0.431541 1.48915 -0.180728 0.0332652 -0.925352 2.35521 0.00824 2.01798 -2.32281 0.241401 
11.6876 -0.0443909 0.704703 1.26068 0.13947 -2.48289 -1.69174 0.191961 0.413556 2.70229 0.498367 
-15.0914 0.848797 1.80813 -2.81274 0.455641 -0.957762 0.584369 0.426649 1.28993 -1.87257 0.255745 
-4.99995 0.417927 -0.746452 -2.20277 0.19013 2.7213 1.06797 0.109867 2.19614 -2.39184 0.464797 
-2.47912 -0.0434322 -1.00684 0.00604023 0.0833155 1.37965 -0.127228 0.485855 1.20789 1.40488 0.411084 
11.9724 -0.716487 1.82351 1.85819 0.124821 -0.0138249 3.13143 0.393384 0.315775 1.93911 0.394299 
-15.4759 -0.707283 -0.7622 -1.56845 0.158391 -1.03998 1.07756 0.0784326 1.67061 2.83709 0.0674459 
23.9031 0.4325 0.269448 2.24783 0.0991852 -0.963439 -1.14122 0.0222785 -2.88244 -0.206231 0.0585955 
10.0558 0.31553 -1.56606 -1.75694 0.0766015 -1.03174 -1.94371 0.19776 -2.29814 -2.73258 0.207526 
-12.6316 0.895584 -1.92624 2.867 0.129093 0.193457 2.1462 0.0668355 0.884518 0.441321 0.0665304 
6.1332 -1.73834 0.0907315 -2.19836 0.10651 1.4593 -1.44189 0.112308 1.97128 1.48408 0.00335704 
2.35705 0.216777 2.92987 0.118983 0.141911 -0.136692 -2.44764 0.37904 0.55034 2.9414 0.864589 
-18.9856 -0.0169702 1.03467 0.0631828 1.26499 1.40675 0.0192712 0.265816 0.882687 1.09808 0.3708 
20.1738 -0.360592 -0.6245 0.732402 1.10874 -0.208106 -0.179961 0.00518815 -2.97034 -3.05185 0.234382 
27.6223 -0.243239 -2.87713 -0.159635 0.212104 -1.54903 1.48503 0.705283 -1.47066 1.38647 0.279855 
-24.2917 0.048993 -2.96832 -0.757906 0.319834 -2.24412 -2.77151 0.0375378 -1.35676 0.899803 0.153813 
16.654 0.124927 2.37962 -0.318598 0.118107 -0.868954 0.966342 0.077517 2.9328 -2.89461 0.391552 
-0.0417086 -0.708241 -1.00446 2.30229 0.655538 2.0242 0.634992 0.11597 -0.851192 -2.92395 0.0482192 
-29.5999 -0.290219 -1.85739 -1.12626 0.18189 2.00479 0.890024 0.130924 -0.982665 -2.54486 0.129093 
9.40479 -0.562509 2.38456 2.08503 0.00579852 0.630909 2.37688 0.402844 -0.690786 -2.92491 0.0970489 
13.7995 0.148321 0.670461 0.431733 0.273446 -1.90884 -2.70324 0.230415 1.78854 0.69712 1.31077 
23.8339 0.16347 -2.66839 -0.324351 0.7004 -2.57317 -2.12223 0.272225 -1.48018 2.53987 0.867336 
