0 0 10 0
-4.18928 -0.735191 10.0768 0.00589267
9.86572 -0.18952 9.94097 0.00348406
7.88079 -0.445265 10.0659 0.00434185
5.94958 -3.41594 9.98211 0.000321666
3.69854 -6.76992 10.0536 0.00287774
0.701621 7.80328 9.92168 0.00614297
-3.13883 -4.9675 9.9692 0.000952055
-7.41386 -0.00946074 10.0941 0.00885208
-8.23908 6.38661 10.0694 0.00482438
-6.46046 -5.7036 10.0435 0.00189423
5.31236 -5.1616 10.0167 0.000284146
6.86575 8.36787 10.0012 1.17887e-05
3.61675 4.279 9.96597 0.00116041
3.43547 1.41697 9.92368 0.00582468
-6.31825 -9.3347 9.9666 0.00112861
-1.30833 -9.99817 10.015 0.000238674
7.79839 5.36058 9.96814 0.00101959
-0.599689 2.70486 10.0388 0.0015097
4.20454 -9.7467 10.0532 0.00284914
7.71416 5.974 10.0021 9.67115e-06
4.55123 -1.89734 10.0454 0.00206579
-6.54714 3.46416 10.0891 0.00794472
-0.957976 0.466628 9.9703 0.00088234
5.99231 9.66491 9.97428 0.00067522
-3.5844 6.75039 10.0146 0.000220343
7.3632 8.02301 9.95549 0.00199077
0.654012 3.68328 10.0537 0.00288934
0.539872 6.62404 10.0673 0.00454022
1.97546 7.57561 9.92684 0.00536116
-6.03259 3.28898 9.96812 0.0010181
-1.23386 -5.61327 10.0592 0.00350386
-2.36732 9.15098 10.0786 0.00618561
2.1427 7.51946 9.98356 0.000278642
-0.0662252 -2.03528 9.90491 0.00904322
-1.68188 -7.17277 10.027 0.000738899
0.740684 9.98596 10.0311 0.000984317
-1.64098 7.08853 9.92454 0.00570119
6.83828 6.80227 10.0388 0.00151546
-7.23807 2.62307 10.0296 0.000877171
3.97809 9.4763 9.93406 0.00436073
-7.91375 -0.612506 9.93195 0.0046313
-2.55593 -0.727256 10.0528 0.00279308
-2.9136 9.18821 10.093 0.00865563
-7.0745 0.591754 10.0067 4.55824e-05
4.96139 7.1569 9.99417 4.15134e-05
4.05133 2.02551 9.9411 0.00347026
4.9443 5.85192 10.0886 0.00786337
-5.27879 6.17054 9.93661 0.00402392
8.98495 9.6942 9.97322 0.000731059
5.78478 -5.48997 9.91533 0.00717407
4.25459 4.55245 10.0877 0.00769989
9.27427 -7.23869 10.0388 0.00151257
6.13208 1.53233 9.9193 0.00651285
-8.29096 7.13858 10.035 0.00122966
-4.3437 -2.03223 9.97185 0.00079322
3.49406 -4.55123 10.0864 0.00747663
6.74734 -5.24644 10.0765 0.00585643
-3.36222 1.36082 9.97984 0.000406844
8.1933 9.97803 9.99445 4.55338e-05
0.396435 -1.97546 10.0806 0.00649635
6.10401 6.80898 9.92316 0.00591069
6.51051 1.02817 10.0843 0.00710686
-3.40922 1.3126 10.0863 0.00744219
4.97421 2.88614 9.92808 0.00517415
8.5052 5.71947 10.0908 0.00825422
0.215766 -5.57543 10.0513 0.00263802
-5.47777 7.27592 9.99862 9.71962e-06
-1.30772 -4.95895 10.0966 0.00932699
-1.70629 -5.46373 9.90539 0.00895555
4.73739 -3.66741 10.0654 0.00428449
8.21345 -5.58702 10.0784 0.00615772
4.49812 -5.41551 10.0151 0.000233192
7.15873 6.93777 9.99435 3.90257e-05
-9.50865 9.51659 9.92334 0.00589006
4.78317 -7.00247 9.96858 0.000994773
-5.79089 2.02673 10.0895 0.00800678
-2.90323 -4.17463 9.90373 0.00927061
3.73882 -5.01022 9.90071 0.00986261
-0.317698 -7.78497 10.0274 0.000757186
0.165716 -9.14975 9.90016 0.00998066
8.4228 6.81265 9.96859 0.000993618
2.93619 -9.54222 9.97417 0.000680851
-2.39235 -5.08408 9.96095 0.00152908
3.00516 -8.33064 10.0529 0.00280843
-7.81671 -1.53905 9.98075 0.000370837
-4.0849 6.28407 9.91706 0.00688491
-8.7286 -1.18381 10.0624 0.00389488
-2.54494 2.36183 10.0495 0.0024539
-3.62712 1.16062 10.0976 0.00952739
4.75021 -1.6184 10.0878 0.00771543
-7.60674 1.01352 9.95113 0.00238836
8.00409 8.55525 10.0485 0.00235863
5.29832 -3.49162 9.93558 0.00415193
-4.79843 7.39128 10.0297 0.000887847
-0.705283 -7.29789 10.0064 4.8673e-05
-3.67168 8.84213 10.0832 0.00694033
1.4951 9.07468 10.0922 0.00852192
-2.39967 3.52153 9.90026 0.00995063
-4.52742 0.961638 9.98879 0.000125788
-7.64336 9.08994 10.0082 7.96592e-05
9.55382 -7.57561 10.0406 0.00165674
-3.94513 6.42994 10.0505 0.00255194
3.52275 4.48042 10.0434 0.00188868
-9.16013 0.233467 9.93976 0.00362892
-8.7701 1.27781 10.0394 0.00155087
-7.14774 -0.485549 9.97034 0.000879806
8.78719 0.110782 9.97829 0.000471496
5.30259 3.91827 10.062 0.00385061
-8.77071 -8.33308 10.0032 2.03575e-05
4.93454 8.00226 9.9218 0.00612528
-2.89163 7.11295 10.012 0.000150963
1.25156 0.365917 9.9659 0.00116272
3.02103 0.988495 9.97606 0.000573353
-0.692465 0.192572 10.076 0.00578347
1.05686 5.97034 10.0842 0.00708935
0.523392 2.8489 9.98987 0.000103798
-5.93066 9.80285 9.9524 0.00227994
4.28877 1.24668 10.075 0.00563244
-0.991546 -1.34739 9.92279 0.00596146
-1.36631 -6.8688 9.93164 0.00467985
-0.14069 -2.72439 10.0888 0.00788865
3.43364 -1.11484 10.0355 0.00125972
1.45421 7.19596 9.96161 0.00148139
7.0098 2.27454 9.99918 1.43869e-06
6.07715 -7.88141 10.0508 0.00258591
9.04172 -9.61913 9.91411 0.00739047
8.90439 -2.52174 9.90188 0.00962849
1.98279 -8.84579 9.96996 0.00091393
8.33552 -9.08017 9.93779 0.00388252
2.10242 -9.78881 10.0531 0.00282915
-4.22529 5.07126 10.0119 0.000146556
-7.5866 -4.90585 10.0272 0.000743128
8.81283 5.72924 9.9309 0.00478008
-4.42976 7.7514 10.0241 0.000590008
4.62325 -9.97314 9.95847 0.00173916
7.82525 6.96402 10.0417 0.00174635
-0.820643 -7.22648 9.90604 0.0088357
7.82342 -5.62059 9.99048 9.5392e-05
5.11032 -2.50526 10.0631 0.00397831
-1.08615 3.13578 9.96831 0.00100554
9.19065 4.18806 9.95732 0.00182419
3.19864 9.37681 9.9049 0.00905676
2.06336 -8.97153 9.97801 0.000495664
-7.67205 6.66555 9.9254 0.00557119
-9.68627 -5.38133 10.0737 0.00543854
6.47572 3.98297 9.9629 0.0013784
7.01834 -4.53658 10.0749 0.00561695
-8.43013 -7.92413 10.0264 0.000707937
-6.22364 4.59578 9.9131 0.00755499
8.17316 -7.00186 10.0297 0.000892095
-2.38807 -3.75896 9.94006 0.00359433
5.91052 6.11438 9.93215 0.00460856
-7.60308 -7.47368 9.91725 0.00685597
7.54631 -6.704 10.0601 0.00361426
-0.802332 -7.94488 10.07 0.00490852
-0.814539 8.86471 9.99229 7.0997e-05
5.58397 -2.79153 9.91162 0.00781192
-9.84802 -1.37486 10.0288 0.000830793
-6.93045 7.6867 9.96138 0.00149986
0.350658 9.58434 9.94543 0.00299148
-3.12906 2.71645 10.0336 0.00113278
6.86209 -9.92553 9.99228 7.41318e-05
5.65661 3.91644 10.0888 0.00787899
7.66655 1.64464 10.0458 0.0021002
3.37077 7.55058 9.93328 0.00446033
-8.81039 -8.41853 9.99788 1.49747e-05
3.07169 -8.61995 9.96379 0.00132216
8.39595 -9.05698 9.98594 0.000209805
6.50929 9.91821 10.0896 0.00804586
1.82409 9.84924 10.0616 0.00381135
5.38682 5.24339 9.97013 0.000896189
5.87939 2.17505 10.0835 0.00696712
3.43547 -8.98007 9.9872 0.000175824
7.21915 8.05414 9.93181 0.00465912
5.009 7.57134 9.9672 0.0010846
-4.12824 -2.678 9.90145 0.00971263
8.46126 8.22748 9.99588 2.70054e-05
-0.857875 -7.27897 10.0579 0.00336551
3.53435 -5.73107 9.95699 0.00185469
4.01105 -9.24802 9.97053 0.000880865
